,Unnamed: 0,Name,Genre,Category,Release_Date,Price (in $),Owners,Followers,Developers,Publishers
6884,7658,Bot.vinnik chess: mid-century ussr championships,"Indie, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-11-17,0.99,"0 - 20,000",129,Deep Green Games,Abyssal Studios
6885,7659,Carrot,"Casual, Indie"," Single-player, Family Sharing",2021-12-03,4.99,"0 - 20,000",116,ChaseFOX,ChaseFOX
6886,7660,Bacon rebellion,"Casual, Indie"," Single-player, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",2021-01-08,3.99,"0 - 20,000",523,Nauris Amatnieks,Nauris Amatnieks
6887,7661,Oda,"Fr, Indie"," Single-player, Family Sharing",2021-12-21,3.99,"0 - 20,000",75,Moon Bear Studio,Moon Bear Studio
6888,7662,Aquadine,"Casual, Indie"," Single-player, Family Sharing",2021-02-11,19.99,"20,000 - 50,000",252,SoftColors,SoftColors
6889,7663,Kitty tactics,"RPG, Strategy"," Single-player, Family Sharing",2021-02-24,3.99,"20,000 - 50,000",255,Ibe Denaux,Ibe Denaux
6890,7664,Shapeneon chaos,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing",2021-02-16,1.99,"0 - 20,000",104,Beni Games,Beni Games
6891,7665,Retro classix: bad dudes,"Fr, Action"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing",2021-03-02,6.99,"50,000 - 100,000",292,Ziggurat,612 Games
6892,7666,Bok-bok: a chicken dating sim,"Simulation, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-03-13,0.99,"0 - 20,000",47,TheDollarGameStore,TheDollarGameStore
6893,7667,Spell swap,"Action, Indie"," Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Stats, Remote Play Together, Family Sharing",2021-09-09,6.99,"0 - 20,000",212,Teagher Studio,Abiding Bridge
6894,7669,Spheriums,"Indie, Early Access"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-12-13,14.99,"0 - 20,000",217,Braintonik GameStudios,Braintonik GameStudios
6895,7670,迷禁 lost in abyss,"Simulation, in Early Access"," Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Family Sharing",,13.99,"0 - 20,000",280,宇极VR胆小鬼,宇极VR胆小鬼
6896,7672,Break bounds: exile 越界：流放者,"RPG, Early Access"," Single-player, Family Sharing",2021-10-01,9.99,"20,000 - 50,000",292,Mingyu Information Technology Shanghai Co.,Ltd.
6897,7673,Gear of glass: eolarn's war,"Indie, Simulation"," Single-player, Steam Achievements, Family Sharing",2021-11-07,14.99,"0 - 20,000",111,Remnants of mosaic,Remnants of mosaic
6898,7674,Photoq,"Fr, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-11-16,1.99,"20,000 - 50,000",132,Bad Coffee Games,Bad Coffee Games
6899,7675,Nanocells - mission: back home,"RPG, Early Access"," Single-player, Steam Achievements, Family Sharing",2021-02-06,4.99,"0 - 20,000",418,DX Gameworks LLC,DX Gameworks LLC
6900,7676,Day repeat day,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-04-13,7.99,"0 - 20,000",78,Kimmo Lahtinen,Kimmo Factor Oy
6901,7677,Tyfortress: tactical typing,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",2021-08-05,3.99,"0 - 20,000",97,Sensen Games,Sensen Games
6902,7678,咸鱼的挂机游戏,"Simulation, Strategy"," Single-player, Family Sharing",2021-12-08,1.99,"0 - 20,000",171,挂机的咸鱼,挂机的咸鱼
6903,7679,Newton's life at home - pixel art jigsaw puzzle,"Fr, Casual"," Single-player, Family Sharing",2021-04-13,1.99,"0 - 20,000",67,Sprovieri Games,Sprovieri Games
6904,7680,Vgl: imperative,"Adventure, Indie"," Single-player, Family Sharing",2021-08-23,2.99,"0 - 20,000",95,VladEv1L,VLRSOFT
6905,7681,Pretty girls rivers (shisen-sho),"Fr, Casual"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-12-02,4.99,"0 - 20,000",256,Zoo Corporation,Zoo Corporation
6906,7682,At eve’s wake definitive edition,"Adventure, Indie"," Single-player, Family Sharing",2021-10-26,9.99,"20,000 - 50,000",395,Sugar Rush Studios,Sugar Rush Studios
6907,7683,Hermitage: strange case files,"Indie, RPG"," Single-player, Steam Achievements, Family Sharing",2021-10-26,19.99,"0 - 20,000","1,066",Arrowiz,Giiku Games
6908,7684,Photographer,"Indie, Simulation"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",2021-04-23,0.99,"0 - 20,000",591,中年修仙,Aged Immortals
6909,7685,里帰り | satogaeri,"Indie, Simulation"," Single-player, Family Sharing",2021-11-24,2.99,"0 - 20,000",204,とらんぽ（Torampo）,とらんぽ（Torampo）
6910,7686,Conqueror 940 ad,"Strategy, in Early Access"," Single-player, Steam Achievements, Family Sharing",,9.99,"0 - 20,000",389,Real Epic Development Studios,Combat Wombat Studios
6911,7687,祛魅·格心（祛魅3）,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",2021-08-02,0.74,"0 - 20,000",361,LU QI,LU QI
6912,7688,Mtb dirt,"Sports, Early Access"," Single-player, Full controller support, Family Sharing",2021-07-10,14.99,"0 - 20,000",397,Lucas Löffel,Lucas Löffel
6913,7689,Goat over it,"Action, Indie"," Single-player, Steam Achievements, Family Sharing",2021-02-12,2.99,"0 - 20,000",87,Kiiega,Kiiega
6914,7690,Key escape,"Casual, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-02-21,0.99,"0 - 20,000",64,BeJotah,BeJotah
6915,7691,Cute girls: find secrets,"Fr, Casual"," Single-player, Steam Achievements",2021-05-19,0.99,"0 - 20,000",124,КиКо,КиКо
6916,7692,Lost at sea,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-07-15,14.99,"0 - 20,000",702,Studio Fizbin,Headup Publishing
6917,7693,Don't give up: not ready to die,"Simulation, in Early Access"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,1.99,"0 - 20,000",247,Delta Arcade,Delta Arcade
6918,7694,Night blade,"Fr, Action"," Multi-player, PvP, Online PvP, Family Sharing",2021-05-01,9.99,"0 - 20,000",160,Black Flag Studios,Black Flag Studios
6919,7695,Atc infinite,"Fr, Casual"," Single-player, Family Sharing",2021-06-09,2.99,"0 - 20,000",227,Framebar Studio,Framebar Studio
6920,7696,Fallen knight,"Fr, Action"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-07-20,14.99,"0 - 20,000",583,FairPlay Studios Co. Ltd,PQube
6921,7697,Hero park,"Fr, Simulation"," Single-player, Family Sharing",2021-05-28,12.99,"0 - 20,000",306,Fun Flavor Games,DIVASKY LIMITED
6922,7698,Whitehaven,"Fr, Adventure"," Single-player, Steam Achievements, Family Sharing",2021-10-18,9.99,"0 - 20,000",429,Somnambulist Games,Somnambulist Games
6923,7699,Street outlaws 2: winner takes all,"Fr, Racing"," Single-player, Multi-player, Full controller support, Steam Cloud, Family Sharing",2021-12-03,49.99,"0 - 20,000",420,Team6 Game Studios,GameMill Entertainment
6924,7700,Dawnbreaker - aeon's reach,"Casual, Simulation"," Single-player, Steam Achievements, Family Sharing",2021-11-05,9.99,"0 - 20,000","1,278",CrazySky3D,CrazySky3D
6925,7701,银魂：silver soul,"Indie, Strategy"," Single-player, Family Sharing",2021-04-08,0.49,"100,000 - 200,000",119,秋太虚工作室,qiutaixu studio
6926,7702,Highrise mogul,"Simulation, Strategy"," Single-player, Family Sharing",2021-12-02,9.99,"0 - 20,000","1,236",Olli Arkko,Olli Arkko
6927,7703,Train travel simulator,"Indie, Simulation"," Single-player, Family Sharing",2021-09-18,3.99,"0 - 20,000",363,alt3d,Monavista pub
6928,7704,World of aircraft: glider simulator,"Casual, Simulation"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Family Sharing",2021-05-26,15.99,"0 - 20,000",539,World of Aircraft Team,Aerosoft GmbH
6929,7705,Nether nightmare,"Action, Indie"," Single-player, Full controller support, Family Sharing",2021-04-05,3.99,"0 - 20,000",295,Unreal Quality Games,Rosa Special Studio
6930,7706,Magellania,"RPG, Strategy"," Single-player, Family Sharing",2021-03-18,9.99,"20,000 - 50,000",377,Illunsoft,Illunsoft
6931,7707,Chess with lasers,"Indie, Strategy"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Stats, Remote Play Together, Family Sharing",2021-09-14,11.99,"0 - 20,000",585,Coreffect Interactive,Coreffect Interactive
6932,7708,Blokker: orange,"Indie, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-05-05,1.99,"0 - 20,000",52,LM Games Studio,LM Games Studio
6933,7709,Snake pit,"Casual, Indie"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",2021-11-29,0.79,"20,000 - 50,000",95,MisteryJay89,MisteryJay89
6934,7710,Scatch: the painter cat,"Indie, Strategy"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-11-19,3.99,"0 - 20,000",75,Colossus Game Studio,Colossus Game Studio
6935,7711,Fortresscraft : chapter 1,"Casual, Indie"," Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Family Sharing",2021-04-16,9.99,"0 - 20,000",396,ProjectorGames,ProjectorGames
6936,7712,Skip lake,"Fr, Casual"," Single-player, Steam Achievements, Family Sharing",2021-06-17,1.99,"0 - 20,000",93,RSoft Games,RSoft Games
6937,7713,Foul play - yuri visual novel,"Indie, RPG"," Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing",2021-10-21,13.99,"20,000 - 50,000",385,Bandit Visual Games,Bandit Visual Games
6938,7714,Color souls,"Fr, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-06-18,1.49,"0 - 20,000",90,Gorestation,Gorestation
6939,7715,Dumpy and bumpy,"Casual, Indie"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",2021-05-27,4.99,"0 - 20,000",235,Programancer,Retroware
6940,7716,Embraced by autumn,"Fr, Casual"," Single-player, Steam Achievements, Family Sharing",2021-08-24,18.99,"0 - 20,000",300,ebi-hime,ebi-hime
6941,7717,Necken,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-04-13,4.99,"20,000 - 50,000",630,Joccish,Joccish
6942,7718,Eruption 爆发,"RPG, Early Access"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Partial Controller Support, Family Sharing",2021-06-10,4.99,"0 - 20,000",126,DBH,DBH
6943,7719,Mousebot: escape from catlab,"Action, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-07-21,4.99,"20,000 - 50,000",99,Vector Unit,Vector Unit
6944,7720,Dog's donuts,"Fr, Casual"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-09-15,1.99,"0 - 20,000",99,Robotizar Games,Robotizar Games
6945,7721,Gate,"Simulation, Strategy"," Single-player, Multi-player, Co-op, Online Co-op, Steam Workshop, Steam Cloud, Family Sharing",2021-07-30,8.99,"0 - 20,000",337,Banshee Cat,Banshee Cat
6946,7722,Cloud escape,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Stats, Family Sharing",2021-12-12,4.99,"0 - 20,000",108,Andreas Baum,Andreas Baum
6947,7723,Gamedev beatdown,"Simulation, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",2021-09-24,9.99,"0 - 20,000",273,QYJO,QYJO
6948,7724,Skjoldur story,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-04-30,14.99,"0 - 20,000",357,Snoozing Pixel LLC,Snoozing Pixel LLC
6949,7725,Retro classix: joe & mac - caveman ninja,"Fr, Action"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing",2021-03-02,6.99,"0 - 20,000",487,Ziggurat,612 Games
6950,7726,Treasure drifter: nian,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-10-28,3.99,"0 - 20,000",515,Liujiajun,Gamera Games
6951,7727,Lootlite,"Fr, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",2021-03-25,4.99,"0 - 20,000",287,Isoca Games,Isoca Games
6952,7728,Connectank,"Casual, Strategy"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",2021-09-28,29.99,"0 - 20,000",335,Tamatin Entertainment,Natsume Inc.
6953,7729,Puzzle forge dungeon,"Strategy, in Early Access"," Single-player, Steam Achievements, Family Sharing",,14.99,"0 - 20,000",368,Tuesday Quest,Tuesday Quest
6954,7730,Cat go! ultimate challenge,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-01-30,1.99,"50,000 - 100,000",104,Andreev Worlds,Gamesforgames
6955,7731,Supermash,"RPG, Simulation"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-01-13,19.99,"0 - 20,000",334,Digital Continue,Digital Continue
6956,7733,Japanese drag racing (jdm) - ジェイディーエム,"Simulation, Sports"," Single-player, Partial Controller Support, Remote Play Together, Family Sharing",2021-03-11,4.99,"0 - 20,000",122,Success Games,Success Games
6957,7734,Soer dolls,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-07-02,0.49,"0 - 20,000",138,SoerGame,KuKo
6958,7735,Help me,"Casual, Indie"," Single-player, Family Sharing",2021-10-26,1.99,"0 - 20,000",123,Wallace Lovecraft,Wallace Lovecraft
6959,7736,Ovrlay - vr discord notifications,"Fr, Utilities"," Tracked Controller Support, VR Only",2021-02-05,2.99,"0 - 20,000",182,Synth Software LLC,Synth Software LLC
6960,7737,80's night,"Indie, Racing"," Single-player, Steam Achievements, Family Sharing",2021-11-05,1.99,"0 - 20,000",72,Iful GS,Dynamic Games
6961,7738,Waifu vs evil,"RPG, Simulation"," Single-player, Family Sharing",2021-09-10,0.49,"0 - 20,000",325,Boom Team,Boom Team
6962,7739,Demon's residence,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Captions available, Remote Play on TV, Family Sharing",2021-08-13,0.67,"0 - 20,000","1,114",Morning Shift Studios,Morning Shift Studios
6963,7740,Guardians of hyelore,"Indie, Strategy"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards",2021-09-29,19.99,"0 - 20,000",479,Megaglope Studios,Freedom Games
6964,7741,Cheesecube,"Indie, Racing"," Single-player, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Family Sharing",2021-07-16,1.99,"0 - 20,000",35,Germie,Germie
6965,7742,Box: space station,"Indie, Strategy"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-05-12,0.99,"0 - 20,000",55,plaYnice!,plaYnice!
6966,7743,Lost and found - what if i come and find it,"Simulation, Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards",2021-10-01,7.99,"0 - 20,000",127,Gadir Team,Gadir Team
6967,7744,Kraken smash: volleyball,"Simulation, Sports"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Family Sharing",2021-01-26,4.99,"0 - 20,000",72,monome.studio,monome.studio
6968,7745,Puppy pipy,"Indie, Early Access"," Single-player, Full controller support, Family Sharing",2021-02-17,5.99,"0 - 20,000",171,Jet Stone Games,Jet Stone Games
6969,7746,Super sunny island,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-06-17,4.99,"0 - 20,000",77,lightUP,lightUP
6970,7747,My inner darkness is a hot anime girl!,"Fr, RPG"," Single-player, Family Sharing",2021-10-01,4.99,"0 - 20,000",220,Sigyaad Team,Sigyaad Team
6971,7748,My life changed - jigsaw puzzle,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-08-25,1.99,"0 - 20,000",40,Guara Digital,Guara Digital
6972,7749,Cinemoji,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-04-08,0.99,"0 - 20,000",47,Gray Boss,Gray Boss
6973,7750,Up all night,"Fr, Adventure"," Single-player, Steam Achievements, Family Sharing",2021-10-20,6.99,"0 - 20,000",192,Fiendish Fiction,Fiendish Fiction
6974,7751,Don't get bit,"Fr, Strategy"," Single-player, Family Sharing",2021-01-29,2.99,"0 - 20,000",301,Canine Games,Canine Games
6975,7752,Fastest hands in the wasd,"Simulation, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-10-18,2.99,"0 - 20,000",130,Clock Out Games,Clock Out Games
6976,7753,Celestial hearts,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-02-15,4.99,"0 - 20,000",340,Joshua Keith,Joshua Keith
6977,7754,Overshoot battle race,"Racing, Strategy"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Remote Play Together, Family Sharing",2021-11-30,9.99,"0 - 20,000",220,OnlineObject,OnlineObject
6978,7755,Partitas,"Fr, Casual"," Single-player, Steam Achievements, Family Sharing",2021-05-10,0.99,"0 - 20,000",137,Lotz,Lotz
6979,7756,Mission 1985,"Action, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",2021-10-04,9.99,"0 - 20,000",152,Consulog,Consulog
6980,7757,G-modeアーカイブス+ 怒首領蜂大往生dx,"Fr, Action"," Single-player, Steam Cloud, Family Sharing",2021-11-15,4.99,"0 - 20,000",246,G-MODE,G-MODE
6981,7758,Sakura forest girls 3,"Fr, Simulation"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-11-15,9.99,"0 - 20,000",625,Winged Cloud,Winged Cloud
6982,7759,Penguin climbing,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-03-26,2.99,"0 - 20,000",37,Laush Dmitriy Sergeevich,Laush Studio
6983,7760,Dice and the tower of the reanimator: glorious princess,"Indie, RPG"," Single-player, Steam Achievements, Family Sharing",2021-09-13,5.99,"0 - 20,000",286,RMAsia,Light of Creators
6984,7761,A lose hero in the castle of the succubi,"Adventure, Indie"," Single-player, Family Sharing",2021-10-07,18.99,"0 - 20,000","1,782",Dieselmine,Dieselmine
6985,7762,Lawnmower game: battle,"Indie, Racing"," Single-player, Steam Achievements, Family Sharing",2021-10-05,0.55,"0 - 20,000",215,Blackthug,Tero Lunkka
6986,7763,Rocky planet,"Strategy, in Early Access"," Single-player, Family Sharing",,7.99,"0 - 20,000",345,Jakub Klementewicz,Jakub Klementewicz
6987,7764,Chronobreach ultra,"Action, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-11-18,2.99,"0 - 20,000",127,UpsilonGames,UpsilonGames
6988,7765,Quest: escape room 3,"Fr, Adventure"," Single-player, Steam Achievements, Family Sharing",2021-03-09,0.49,"0 - 20,000",292,Mustella Games,KuKo
6989,7766,Visual novel sisters,"Massively Multiplayer, Simulation"," Single-player, Multi-player, MMO, Steam Achievements, Steam Cloud, Family Sharing",2021-09-23,0.79,"20,000 - 50,000",779,Echelon Entertainment,Echelon Entertainment
6990,7767,Black widow: recharged,"Fr, Action"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play Together, Family Sharing",2021-10-28,9.99,"0 - 20,000",358,SneakyBox,Atari
6991,7768,Hidden office,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-10-21,4.99,"0 - 20,000",105,Anna Sevryugina,Anna Sevryugina
6992,7769,Alchemist of pipi forest,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-08-28,13.99,"0 - 20,000",292,깡토 스튜디오,깡토 스튜디오
6993,7770,The farm,"Indie, RPG"," Single-player, Partial Controller Support, Steam Cloud, Remote Play on Phone, Family Sharing",2021-02-16,4.99,"0 - 20,000",294,SN Mobile Technology,SN Mobile Technology
6994,7771,The vampire regent,"Indie, RPG"," Single-player, Steam Cloud, Family Sharing",2021-09-09,7.99,"0 - 20,000",230,Hosted Games,Hosted Games
6995,7772,Mini car racing - tiny split screen tournament,"Simulation, Sports"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing",2021-04-23,9.99,"0 - 20,000",250,EpiXR Games UG,EpiXR Games UG
6996,7773,Who is the liar?,"Strategy, in Early Access"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,1.99,"0 - 20,000",253,ASA Games Studio,ASA Games Studio
6997,7774,Naau: the lost eye,"Adventure, Indie"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-04-29,24.99,"0 - 20,000",559,Studio Gamebit,Studio Gamebit
6998,7775,Tiny space academy,"Indie, Simulation"," Single-player, Family Sharing",2021-03-26,4.99,"0 - 20,000",519,Full Orbit Games LLC,Full Orbit Games LLC
6999,7776,Anime sunset ride,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-06-15,0.49,"0 - 20,000",176,Hot Chill,Hot Chill
7000,7777,Copy editor: a regex puzzle,"Strategy, in Early Access"," Single-player, Multi-player, Family Sharing",,6.99,"0 - 20,000",999,Christopher Jarvis,Cinq-Mars Media
7001,7778,Tyran,"RPG, Strategy"," Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Family Sharing",2021-07-12,5.99,"0 - 20,000","1,604","""Dragons Games""","""Dragons Games"""
7002,7779,Gloom and doom,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Captions available, Family Sharing",2021-01-17,19.99,"0 - 20,000",235,Neo Tegoel Games,Neo Tegoel Games
7003,7780,Bigchick,"Action, Casual"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-04,4.99,"0 - 20,000",104,"Volodymyr ""Wolod"" Yakubovych",Maxim Nuriev
7004,7781,Tiny traffic,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-02-25,2.99,"0 - 20,000",104,Virtual Turtle Games,Virtual Turtle Games
7005,7782,Welcome back,"Action, Indie"," Single-player, Family Sharing",2021-10-01,1.99,"0 - 20,000",67,Slider Games Studio,Slider Games Studio
7006,7783,Kungfu cowboy,"Action, Indie"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",2021-07-30,4.99,"0 - 20,000",164,Soy Boy Games,Soy Boy Games
7007,7784,Keeper of the day and night,"Indie, RPG"," Single-player, Steam Cloud, Family Sharing",2021-04-01,7.99,"0 - 20,000",131,Hosted Games,Hosted Games
7008,7785,Hop step sing! happy people,"Casual, Simulation"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-08-26,11.99,"0 - 20,000",300,Kodansha VR Lab,KOMODO
7009,7786,Wordland,"Fr, Casual"," Single-player, Steam Achievements, Family Sharing",2021-05-05,1.99,"0 - 20,000",70,Robotizar Games,Robotizar Games
7010,7787,Deluge,"Fr, RPG"," Single-player, Family Sharing",2021-11-30,1.99,"0 - 20,000",203,Riggy2k3,Riggy2k3
7011,7788,Ghostist,"Indie, in Early Access"," Single-player, Family Sharing",,4.99,"20,000 - 50,000",118,taxicomics,BeanCanStudios
7012,7789,Under the ghost mountain,"RPG, Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-04-29,1.99,"0 - 20,000",83,liangxiegame,liangxiegame
7013,7790,International absented age: squarebound,"Action, RPG"," Single-player, Full controller support, Steam Cloud, Family Sharing",2021-11-12,15.99,"0 - 20,000",559,"""terunons Lab""",Gotcha Gotcha Games
7014,7791,Undead & beyond,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-06-26,5.99,"0 - 20,000",289,Ominous Entertainment,Ultimate Games S.A.
7015,7792,Stand 'em up,"Adventure, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-06-11,7.99,"0 - 20,000",111,ZAO Igroprom,ZAO Igroprom
7016,7793,Untitled marble game,"Racing, Early Access"," Single-player, Steam Achievements, Family Sharing",2021-06-11,3.99,"20,000 - 50,000",311,Alone Fox Games,Alone Fox Games
7017,7794,Shadows on the vatican: nightingale,"Fr, Adventure"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-07-27,2.09,"20,000 - 50,000",161,Daring Touch,Binary Charm
7018,7795,Jad,"Action, Adventure"," Single-player, Steam Achievements, Family Sharing",2021-02-17,24.99,"0 - 20,000",75,Dnovel,My Way Games
7019,7796,Binarystar infinity,"Action, Indie"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-02-04,4.99,"0 - 20,000",116,Ricci Cedric Design,Forever Entertainment S. A.
7020,7797,Mr.bottle and his dream,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-12-09,2.99,"0 - 20,000",144,BeyondTheWind,Gamera Games
7021,7798,Give me more pills,"Indie, Simulation"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-11-07,1.99,"0 - 20,000",160,Minicactus Games,Minicactus Games
7022,7799,Astrodogs,"Adventure, Indie"," Single-player, Full controller support, Family Sharing",2021-04-08,12.99,"0 - 20,000",432,Dynamic Media Triad,Digital Tribe
7023,7800,The space between,"Adventure, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-04-15,5.99,"0 - 20,000",135,Christoph Frey,Christoph Frey
7024,7801,Diamond hands: to the moon,"Indie, Strategy"," Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-09-23,7.99,"0 - 20,000",83,Terror Dog Studio,Terror Dog Studio
7025,7802,Carebotz,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",2021-05-06,1.99,"0 - 20,000",176,Glasscannon Studio,Glasscannon Studio
7026,7803,Re.surs,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",2021-11-08,0.95,"0 - 20,000",440,VidyGames,VidyGames
7027,7804,Anime tetris,"Indie, Strategy"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",2021-10-14,1.99,"0 - 20,000",151,SEKTOR GAMES,SEKTOR GAMES
7028,7805,Artformer: ancient stories,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-09-29,9.99,"0 - 20,000",457,Adam Hrubý,Buffa Software
7029,7806,Touhou dolldraft,"Indie, Strategy"," Single-player, Multi-player, PvP, Online PvP, Family Sharing",2021-08-13,14.99,"0 - 20,000",739,milliondoubts, WSS playground
7030,7807,Ghoul castle 3d: gold edition,"Indie, RPG"," Single-player, Family Sharing",2021-11-30,2.99,"20,000 - 50,000",414,Stepan Vakhtin,Meridian4
