Name,Genre,Category,Release_Date,Price (in $),Followers,Developers,Publishers,Ownership_Midpoint
Evil inside,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-25,12.99,"1,263",JanduSoft,JanduSoft,35000.0
Midnight scenes: the nanny,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-10-27,3.99,565,Octavi Navarro,Octavi Navarro,10000.0
Bassmaster fishing,"Simulation, Sports"," Single-player, Multi-player, Cross-Platform Multiplayer, Full controller support, Family Sharing",2021-10-28,24.99,930,Dovetail Games,Dovetail Games - Fishing,10000.0
Soul elegy,"Strategy, in Early Access"," Single-player, Family Sharing",,18.99,"2,193",方块游戏(CubeGame),Pleasant Rain Ltd,75000.0
Everybody wham wham,"Casual, Indie"," Single-player, Full controller support, Family Sharing",2021-01-29,7.99,353,Bonte Avond,Bonte Avond,10000.0
Simpleplanes vr,"Indie, Simulation"," Single-player, Tracked Controller Support, VR Only, Partial Controller Support, Family Sharing",2021-12-17,9.99,"1,351",Jundroo,LLC,10000.0
Synthwave burnout,"Sports, Early Access"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-09-04,9.99,"1,884",Whale Rock Games,Whale Rock Games,35000.0
Midnight mahjong,"Casual, RPG"," Single-player, Steam Cloud, Family Sharing",2021-11-19,6.99,"1,547",AleCubicSoft,OTAKU Plan,35000.0
Defend the rook,"Strategy, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing",,17.99,"3,986",Goblinz Publishing,Maple Whispering Limited,75000.0
Neurodeck : psychological deckbuilder,"RPG, Strategy"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-03-18,13.99,"2,924",Goblinz Publishing,Maple Whispering Limited,10000.0
Dark water : slime invader,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-18,14.99,766,DEVBOX,HeartBeat Games,10000.0
Fox girls never play dirty,"Indie, RPG"," Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",2021-11-12,19.99,"2,855",AVANTGARDE,Kagura Games,35000.0
Hot and lovely 4,"Indie, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-09-15,1.39,"1,645",Lovely Games,Lovely Games,10000.0
Sword and fairy 4,"Fr, RPG"," Single-player, Steam Cloud, Family Sharing",2021-06-17,12.99,"1,134",SOFTSTAR TECHNOLOGY(SHANGHAI),SOFTSTAR ENTERTAINMENT,10000.0
Franchise hockey manager 8,"Sports, Strategy"," Single-player, Steam Achievements, Steam Workshop, Family Sharing",2021-10-26,19.99,707,Minos Games,Out of the Park Developments,10000.0
Fireboy & watergirl: fairy tales,"Action, Adventure"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",2021-11-01,0.99,622,Oslo Albet,Oslo Albet,35000.0
Atlas architect,"Casual, Simulation"," Single-player, Family Sharing",2021-04-26,5.99,"3,678",Danial Rashidi,Rashidi Interactive,75000.0
M.e.a.t. rpg,"Indie, RPG"," Single-player, Family Sharing",2021-02-14,6.99,"2,684",Trippin Bears,Trippin Bears,10000.0
Scratch girl,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-12-14,0.99,"1,845",DigitalDream,DigitalDream,35000.0
铁道少女:梦想轨迹 2.0 railway to dream,"Casual, RPG"," Single-player, Family Sharing",2021-04-27,6.99,"1,212",39Soft,moe north railway,10000.0
Peculiar tales of mid-lake pavilion,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-12-31,2.79,767,致意,致意,10000.0
Yummy girl,"Casual, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-05-14,0.59,"1,050",Yummy Yummy Studio,Hunny Bunny Studio,35000.0
Trailer shop simulator,"Indie, Simulation"," Single-player, Family Sharing",2021-07-21,19.99,"1,057",GidAzGames,GidAzGames,10000.0
Speed limit,"Indie, Racing"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-02-17,9.99,"1,200",Gamechuck,Gamechuck,10000.0
Kasi,"Simulation, in Early Access"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing",,4.99,820,Kaikalii,Kaikalii,10000.0
Almost my floor,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",2021-08-06,4.99,925,Potata Company,Potata Company,10000.0
Russianpunk 2007,"Action, Indie"," Single-player, Steam Achievements, Family Sharing",2021-11-04,0.99,320,RedTower,RedTower,10000.0
Secret government,"Strategy, in Early Access"," Single-player, Steam Achievements, Family Sharing",,19.99,"9,576",GameTrek,Fulqrum Publishing,150000.0
T-minus 30,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",2021-08-26,9.99,"1,682",Dejobaan Games,Grey Alien Games,10000.0
A.d. 2047,"Adventure, RPG"," Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",2021-07-08,19.99,"25,740",Leenzee Games,Leenzee Games,150000.0
Pixphys,"Simulation, Early Access"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Family Sharing",2021-04-25,3.99,757,Red Starship,Red Starship,10000.0
Akiba's trip: hellbound & debriefed,"Action, RPG"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-07-20,19.99,"4,316",XSEED Games,Marvelous USA,10000.0
Firegirl: hack 'n splash rescue dx,"Fr, Action"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-12-14,4.49,"2,820",Dejima,Thunderful Publishing,10000.0
White hell,"Indie, Early Access", Single-player,2021-08-12,14.99,"1,479",Antti Allén,KeleSoft avoin yhtiö,350000.0
Last days,"Indie, RPG"," Single-player, Steam Cloud, Family Sharing",2021-10-02,3.99,574,琉璃花糖制作组,Garakowa Marshmallow,75000.0
Ebola 2,"Indie, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,9.74,"1,850",indie_games_studio,indie_games_studio,35000.0
Away: the survival series,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing",2021-09-28,19.99,"10,838",Breaking Walls,Game Seer Ventures,35000.0
Dad's monster house,"Indie, RPG"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-09-23,2.99,658,Cotton Game,Cotton Game,10000.0
Solas 128,"Indie, Strategy"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-01-25,14.99,659,Amicable Animal,Armor Games Studios,10000.0
Fida puti samurai,"Action, Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-03-29,11.99,"1,672",Zanardi and Liza,Zanardi and Liza,10000.0
Fantasy tavern sextet -vol.2 adventurer's days-,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-02-18,12.99,"6,386",qureate,qureate,10000.0
Himeko sutori,"Strategy, in Early Access"," Single-player, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing",,18.99,"5,148",Rockwell Studios,LLC,10000.0
Railway islands - puzzle,"Casual, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",2021-11-18,3.99,322,Rising Moon Games,Rising Moon Games,35000.0
Hallucination - 幻觉,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-05-28,4.99,"1,031",灰烬天国,灰烬天国,35000.0
The sekimeiya: spun glass,"Fr, Adventure"," Single-player, Full controller support, Family Sharing",2021-05-06,14.99,591,Trinitite Team,Trinitite Team,10000.0
Critadel,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-10-12,19.99,"1,864",Pixelian Studio,Nicalis,10000.0
Tennis manager 2021,"Sports, Strategy"," Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing",2021-09-07,9.99,"2,998",Rebound CG,Rebound CG,10000.0
Savior of the abyss,"Fr, Adventure"," Single-player, Family Sharing",2021-08-12,6.99,"1,691",ALLAF GAMES,ALLAF GAMES,75000.0
Call of ldpr,"Action, Adventure"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-01-19,9.99,722,Mehsoft,Mehsoft,10000.0
The wild case,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-04-06,8.99,735,Specialbit Studio,Specialbit Studio,75000.0
Ai drone simulator,"Fr, Simulation"," Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Leaderboards, Includes level editor, Family Sharing",2021-05-26,15.99,"1,259",Diophante Studio,Diophante Studio,10000.0
The last hex,"Strategy, in Early Access"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",,10.99,"3,686",That Indie Studio,That Indie Studio,10000.0
Of bird and cage,"Action, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-05-20,9.99,"2,108",Capricia Productions,Capricia Productions,150000.0
The architect: paris,"Indie, in Early Access"," Single-player, Steam Cloud, Family Sharing",,17.99,"4,681",Enodo Games,5PM Studio,10000.0
Doctor who: the edge of reality,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-10-13,24.99,"2,407",Another Indie,Neon Doctrine,10000.0
Kirakira monstars,"Adventure, Casual"," Single-player, Family Sharing",2021-11-24,18.99,"1,490",WhitePowder,"eeproduct,Inc.",10000.0
Kittens and yarn,"Fr, Casual"," Single-player, Steam Achievements, Family Sharing",2021-06-17,1.99,242,Pinel Games,Pinel Games,35000.0
Five nations,"Indie, Strategy"," Single-player, Family Sharing",2021-05-04,19.99,"2,571",SilverForge,SilverForge,10000.0
My cute succubus,"Casual, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-10-22,1.99,"1,193",CUTE ANIME GIRLS,Tranquility games,35000.0
Aron's adventure,"Indie, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-04-07,19.99,"6,381",Tom Raudys,TiMer Games,10000.0
Mamiya,"Adventure, Casual"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-04-30,19.99,"1,782",Kenkou Land,Fruitbat Factory,10000.0
Dadish,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-02-22,2.99,245,Thomas K. Young,Thomas K. Young,10000.0
Mail mole + 'xpress deliveries,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-03-03,14.99,813,Undercoders,Undercoders,10000.0
Crash dive 2,"Indie, Simulation"," Single-player, Steam Cloud, Family Sharing",2021-04-01,11.99,"1,041",Panic Ensues Software,Panic Ensues Software,10000.0
Base one,"Fr, Simulation"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-05-11,24.99,"6,797",Blowfish Studios,Gamera Games,75000.0
列传：革新战争,"RPG, Strategy"," Single-player, Steam Cloud, Family Sharing",2021-01-06,16.99,"1,569",Ash Game Studio,DreamStep,35000.0
Sakura succubus 4,"Fr, Simulation"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-03-01,9.99,"3,111",Winged Cloud,Winged Cloud,10000.0
Inked: a tale of love,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",2021-08-27,9.99,"3,088",Somnium Games d.o.o.,Somnium Games d.o.o.,10000.0
Little lives,"Simulation, Early Access"," Single-player, Steam Achievements, Family Sharing",2021-02-08,12.99,"1,922",Houndstooth Games,Houndstooth Games,35000.0
Furious seas,"Indie, in Early Access"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Only, Family Sharing",,19.99,"3,888",Future Immersive,Future Immersive,35000.0
Fast food manager,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-04-16,14.99,"10,343",Cyber Eye,Cyber Eye,10000.0
Flåklypa grand prix,"Action, Racing"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Family Sharing",2021-11-04,34.99,"1,400",Invictus Games,Ravn Studio,35000.0
Yamafuda! 2nd station,"Indie, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-09-24,12.99,955,KPC,KPC,10000.0
Knight squad 2,"Fr, Action"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing",2021-04-14,14.99,"1,589",Chainsawesome Games,Chainsawesome Games,10000.0
Tennis elbow manager 2,"Simulation, Sports"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Remote Play Together, Family Sharing",2021-06-02,13.49,"1,697",Mana Games,Mana Games,10000.0
Cow girls,"Casual, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-12-16,0.99,"1,270",Hunny Bunny Studio,Hunny Bunny Studio,35000.0
Chilla's art the night way home | 帰り道,"Simulation, Strategy"," Single-player, Steam Achievements, Family Sharing",2021-08-06,4.99,982,"""Chillas Art""","""Chillas Art""",75000.0
Bakery shop simulator,"Indie, Simulation"," Single-player, Family Sharing",2021-04-20,9.99,"1,094",DNA ARMY GAMING,DNA ARMY GAMING,10000.0
Tanto cuore,"Indie, Strategy"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Cloud, Family Sharing",2021-05-11,9.99,966,Japanime Games,Arclight Inc,10000.0
An airport for aliens currently run by dogs,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-05-25,19.99,"2,009",Strange Scaffold,Strange Scaffold,10000.0
Black powder red earth,"Fr, Strategy"," Single-player, Family Sharing",2021-03-29,19.99,"2,692",_Echelon Software,_Echelon Software,10000.0
Lost egg 2: be together,"Casual, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2021-04-29,2.99,578,KIMIDORI SOFT,KIMIDORI SOFT,10000.0
Moon: remix rpg adventure,"Adventure, RPG"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-12-15,18.99,"3,119",Onion Games,Onion Games,10000.0
Xuan-yuan sword 2,"Fr, RPG"," Single-player, Steam Cloud, Family Sharing",2021-02-07,4.99,"1,230",方块游戏(CubeGame),SOFTSTAR ENTERTAINMENT,35000.0
涨粉二维码,"Indie, RPG"," Single-player, Family Sharing",2021-08-18,1.99,"1,019",Eternal Dream,Eternal Dream,35000.0
Last stop,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-07-22,24.99,"3,610",Variable State,Annapurna Interactive,10000.0
Desktopmmd3:miss fish,"RPG, Simulation"," Single-player, Steam Workshop, Steam Cloud, Family Sharing",2021-01-21,3.99,"2,561",DesktopMMD Team,DesktopMMD Team,35000.0
Car mechanic simulator vr,"Racing, Simulation"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",2021-06-08,19.99,"4,046",Red Dot Games,PlayWay S.A.,35000.0
Fantasy tavern sextet -vol.3 postlude days-,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-05-13,12.99,"6,002",qureate,qureate,10000.0
Zedfest,"Action, Indie"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",2021-03-16,14.99,878,Diagrammet AB,Diagrammet AB,10000.0
末代侠客,"Indie, RPG"," Single-player, Full controller support, Family Sharing",2021-06-11,3.99,773,夜葬半歌,DreamStep,10000.0
Sudoku rpg,"Indie, RPG"," Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",2021-02-10,2.99,312,RainbowStudio,RainbowStudio,35000.0
Shelter manager,"Simulation, Strategy"," Single-player, Family Sharing",2021-12-03,14.99,"9,845",Hamsters Gaming,Hamsters Gaming,35000.0
Toy tinker simulator,"Indie, Simulation"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-11-20,12.99,"2,924",GrabTheGames,WhisperGames,10000.0
Out of line,"Casual, Indie"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-06-23,7.99,"1,526",Nerd Monkeys,Hatinh Interactive,10000.0
Instant farmer - logic puzzle,"Fr, Casual"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",2021-02-05,1.99,423,Mens Sana Interactive,Mens Sana Interactive,10000.0
Trash sailors: co-op trash raft simulator,"Indie, Simulation"," Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",2021-12-16,19.99,"10,329",fluckyMachine,tinyBuild,35000.0
International basketball manager 22,"Sports, Strategy"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-12-16,9.99,"1,504",UPLAY Basketball,UPLAY Online,35000.0
Phantom project,"Fr, Indie"," Single-player, Full controller support, Family Sharing",2021-10-12,4.99,"1,623",Astravelari LLC,Astravelari LLC,75000.0
Urge,"Simulation, Early Access"," Single-player, Steam Achievements, Family Sharing",2021-11-15,17.99,"2,521",EnDrew,EnDrew,10000.0
Minnano gensokyo single,"Strategy, Early Access"," Single-player, Family Sharing",2021-12-31,6.99,"1,468",妖怪山地下实验室,老紫妈活动中心,10000.0
Scarlet hood and the wicked wood,"Indie, in Early Access"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,14.99,"1,594",Devespresso Games,Headup Publishing,10000.0
Inside depth 6,"Adventure, Indie"," Single-player, Steam Achievements, Family Sharing",2021-03-12,4.99,757,Stanislaw Truchowski,TurnVex,75000.0
Sumotori dreams classic,"Fr, Sports"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing",2021-05-03,4.99,650,Peter Soltesz,Gravitysensation,10000.0
Coffee flavor of love 咖啡甜恋,"Indie, RPG"," Single-player, Family Sharing",2021-02-01,3.99,887,V.P. TEAM,33ParadoX&igstore,10000.0
Skeletal avenger,"Indie, RPG"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",2021-09-29,16.99,"2,711",10tons Ltd,10tons Ltd,10000.0
100 hidden cupcakes,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-01-11,0.49,106,Phenechka,Anatoliy Loginovskikh,35000.0
Poly squad,"Massively Multiplayer, Early Access"," Single-player, Multi-player, PvP, Online PvP, In-App Purchases, Stats, Family Sharing",2021-02-13,4.99,"6,019",OXO Games,OXO Games,75000.0
Fate of kai,"Casual, Indie"," Single-player, Steam Achievements, Family Sharing",2021-03-19,6.99,686,TRYLIGHT GAME STUDIO,TheGamePublisher.com,10000.0
Causality,"Adventure, Indie"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-04-16,6.99,395,WAFFLE GAMES,PsychoFlux Entertainment,150000.0
Astatos,"Strategy, Early Access"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Family Sharing",2021-12-16,14.99,"2,977",Studio Klondike Australia,Studio Klondike,10000.0
Leenie boog,"Indie, Simulation"," Single-player, Family Sharing",2021-12-02,4.99,738,Alexander Bazhenov,AB Developer,10000.0
Nascar 21: ignition,"Simulation, Sports"," Single-player, Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing",2021-10-27,17.99,"1,742",Motorsport Games,Motorsport Games,35000.0
The amazing american circus,"RPG, Strategy"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",2021-09-16,14.99,"3,415",Juggler Games,Klabater,35000.0
F.i.s.h.,"Fr, Indie"," Single-player, Family Sharing",2021-03-25,7.99,312,Tim Kashani,Fireapples,10000.0
Slobbish dragon princess,"Fr, Casual"," Single-player, Steam Trading Cards, Family Sharing",2021-01-29,14.99,"3,482",Whirlpool,Sekai Project,10000.0
Comanche,"Simulation, in Early Access"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,19.99,"8,396",Ashborne Games,THQ Nordic,10000.0
Fire and steel,"Fr, "," Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing",2021-12-14,6.99,"1,076",Kreatin Studios,Kreatin Studios,35000.0
Wife quest,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-09-30,5.99,"1,710",Pippin Games,Pippin Games,10000.0
Beside myself,"Indie, Simulation"," Single-player, Family Sharing",2021-07-27,6.99,458,ASK_GAMES,ASK_GAMES,35000.0
Ark of artemis,"Indie, RPG"," Single-player, Steam Cloud, Family Sharing",2021-05-21,17.99,"3,130",Kujirabo。,OTAKU Plan,35000.0
Duck creator,"Simulation, in Early Access"," Single-player, Steam Achievements, Family Sharing",,0.99,649,Weakfish Studio,Weakfish Studio,10000.0
Siege of avalon: anthology,"Action, RPG"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-04-08,9.99,"2,268",Steffen Nyeland,SNEG,10000.0
Horror story: hallowseed,"Indie, Simulation"," Single-player, Steam Achievements, Family Sharing",2021-10-28,19.99,"1,907",Jeff Winner,Fulqrum Publishing,10000.0
救公主？救个屁！ save the princess？save a fart！,"Indie, RPG"," Single-player, Partial Controller Support, Family Sharing",2021-12-17,1.99,"1,094",凌晨大黑狗,凌晨大黑狗,35000.0
Gal*gun returns,"Action, Adventure"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",2021-02-12,49.99,"4,969",INTI CREATES CO.,LTD.,35000.0
Uninvited guest,"Adventure, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",2021-11-05,9.99,896,AdroVGames,AdroVGames,10000.0
Carnal,"Adventure, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-04-09,0.99,363,Tendokore,MercySoft,75000.0
Paint chips,"Action, Indie"," Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",2021-05-04,14.99,801,PhatRobit,PhatRobit,35000.0
The divine invasion,"Simulation, in Early Access"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",,2.24,"3,222",Whale Rock Games,Whale Rock Games,75000.0
Train crew,"Simulation, Early Access"," Single-player, Family Sharing",2021-09-30,16.99,"1,262",Mizotsuki Rail / acty,Mizotsuki Rail / acty,10000.0
Cross maid,"Casual, Indie"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-08-20,2.99,712,双叶小组,NVLMaker,10000.0
Transiruby,"Fr, Action"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-12-09,10.49,"2,704","ESQUADRA,inc.",Flyhigh Works,10000.0
You can kana - learn japanese hiragana & katakana,"Fr, Casual"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-08-11,9.99,"1,070",James Moulang,James Moulang,35000.0
Exorcist fairy,"Action, Indie"," Single-player, Partial Controller Support, Family Sharing",2021-10-09,12.99,"2,623",MedusasGame,青岛三脚猫工作室,10000.0
Girl jigsaw,"Indie, Strategy"," Single-player, Steam Achievements, Steam Cloud",2021-04-29,0.99,"1,280",Cartoon Game,Cartoon Game,10000.0
Screwup,"Massively Multiplayer, RPG"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",2021-07-29,9.99,"1,301",199 Cents STUDIO,199 Cents STUDIO,10000.0
S.o.t.a 2,"Simulation, Early Access"," Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing",2021-07-14,4.99,"2,690",S.O.T.A Games,S.O.T.A Games,35000.0
Minit fun racer,"Indie, Racing"," Single-player, Steam Achievements, Full controller support, Family Sharing",2021-02-18,2.99,742,Dom,Devolver Digital,10000.0
Looking for aliens,"Casual, Indie"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-12-08,3.99,695,Alawar Casual,Emay Games,35000.0
Alien marauder,"Strategy, Early Access"," Single-player, Steam Cloud, Family Sharing",2021-11-17,19.99,"6,188",Vexan Studio,Vexan Studio,35000.0
Mothered - a role-playing horror game,"Fr, Adventure"," Single-player, Steam Achievements, Remote Play Together, Family Sharing",2021-12-24,9.99,931,ENIGMA STUDIO,ENIGMA STUDIO,10000.0
Scarf,"Action, Adventure"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-12-23,14.99,"6,421",Uprising Studios,HandyGames,35000.0
This is the president,"Simulation, Strategy"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2021-12-06,14.99,"3,419",SuperPAC,THQ Nordic,10000.0
The good life,"Indie, RPG"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2021-10-15,29.99,"3,669",White Owls Inc.,PLAYISM,10000.0
Catlateral damage: remeowstered,"Indie, Simulation"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Family Sharing",2021-09-15,14.99,902,Fire Hose Games,Manekoware,10000.0
Sugar * style,"Fr, Casual"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-04-30,29.99,"2,074",Smee,NekoNyan Ltd.,10000.0
Survivor dieland,"Adventure, Simulation"," Single-player, Full controller support, Family Sharing",2021-03-01,1.99,208,Randumb Studios,Randumb Studios,10000.0
Qv,"Adventure, Indie"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing",2021-03-18,14.99,"1,368",IZZLE,CFK Co.,10000.0
Keyword: a spider's thread,"Fr, Indie"," Single-player, Family Sharing",2021-09-27,16.99,"2,075",Gamera Games,idealCat,10000.0
Against,"Indie, Early Access"," Single-player, Tracked Controller Support, VR Only, Family Sharing",2021-12-16,19.99,"2,917",Joy Way,Joy Way,10000.0
7days origins,"Indie, Simulation"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",2021-05-02,8.99,"1,552",Buff Studio,Buff Studio,10000.0
Survival classic,"Massively Multiplayer, Simulation"," Multi-player, PvP, Online PvP, Family Sharing",2021-01-22,12.99,"2,541",TB Games,TB Games,10000.0
Aion - translator application,"Fr, Utilities", ,2021-11-28,5.99,996,ONBI,ONBI,150000.0
Magical valkyrie lyristia,"Indie, RPG"," Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",2021-07-16,14.99,"2,625",ShiBoo!,Kagura Games,35000.0
Re:destiny,"Indie, RPG"," Single-player, Steam Achievements, Steam Cloud, Family Sharing",2021-11-19,3.99,"2,987",D-Ark Studio,Secret Labo,35000.0
Henchman story,"Adventure, Indie"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",2021-10-14,14.99,944,Silken Sail Entertainment,Silken Sail Entertainment,10000.0
Drox operative 2,"RPG, in Early Access"," Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,19.99,"2,948",Soldak Entertainment,Soldak Entertainment,10000.0
