,Name,developers_publishers,genre,category,release_date,price,owners,followers,playtime_total
8617,['meow lab'],"['Pinel Games', 'Pinel Games']","['Fr', 'Casual']"," Single-player, Steam Achievements, Family Sharing","Jan 25, 2021",$1.99,"0 .. 20,000",132,
8618,['sudokats'],"['Mandinga', 'Mandinga']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Aug 14, 2021",$1.99,"0 .. 20,000",172,
8619,['biolum'],"['Prefrontal Cortex', 'Astrea']","['Casual', 'Indie']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing","Dec 2, 2021",$7.99,"0 .. 20,000",679,00:31 (average) 00:31 (median)
8620,['time machine - find objects. hidden pictures game'],"['Crisp App Studio', 'Crisp App Studio']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","Jan 22, 2021",$3.99,"0 .. 20,000",337,01:35 (average) 01:35 (median)
8621,"['dr livingstone, i presume? reversed escape room']","['Vulpesoft', 'Untold Tales']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing","May 20, 2021",$14.99,"0 .. 20,000",775,
8622,['summertime madness'],"['DP Games', 'aNc Studios']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jun 17, 2021",$8.99,"0 .. 20,000",682,
8623,['russian train trip'],"['Monavista dev', 'Monavista pub']","['Adventure', 'Simulation']"," Single-player, Family Sharing","Dec 28, 2021",$3.99,"0 .. 20,000",502,
8624,['morphvox pro 5 - voice changer'],"['Screaming Bee', 'Screaming Bee']","['Fr', 'Audio Production']", Steam Cloud,"Feb 10, 2021",$39.99,"0 .. 20,000","1,335",
8625,['bad dream: stories'],"['Desert Fox', 'Desert Fox']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Sep 30, 2021",$1.49,"0 .. 20,000",336,
8626,['the god unit'],"['Cat Floor Studio', 'Cat Floor Studio']","['Indie', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Feb 12, 2021 (previously",$9.99,"0 .. 20,000",224,
8627,['shopping empire tycoon'],"['Musa GUNGOR', 'Musa GUNGOR']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Jan 5, 2021",$6.99,"0 .. 20,000",431,
8628,['rayland'],"['Naoka Games', 'Naoka Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Nov 6, 2021",$1.49,"0 .. 20,000",133,
8629,['长安夜明'],"['星辰重工StellaGames', '星辰重工StellaGames']","['Simulation', 'in Early Access']"," Single-player, Steam Achievements, Family Sharing","Nov 10, 2021 (previously",$3.99,"0 .. 20,000",968,
8630,['the touryst'],"[""Shin'en Multimedia"", ""Shin'en Multimedia""]","['Action', 'Adventure']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Dec 10, 2021",$19.99,"0 .. 20,000",691,
8631,['striving for light'],"['Igniting Spark Games', 'Igniting Spark Games']","['RPG', 'Early Access']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","Nov 29, 2021",$14.99,"0 .. 20,000",622,
8632,['construct vr - the volumetric movie'],"['PresenZ', 'Astrea']","['Fr', 'Casual']"," Single-player, Tracked Controller Support, VR Only, Family Sharing","Dec 23, 2021",$2.99,"0 .. 20,000",406,
8633,['making history: the first world war'],"['Factus Games', 'Factus Games']","['Simulation', 'Strategy']"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","Mar 5, 2021",$24.99,"0 .. 20,000","1,445",
8634,['many bricks breaker'],"['FujiCubeSoft', 'FujiCubeSoft']","['Fr', 'Casual']"," Single-player, Family Sharing","Apr 30, 2021",$4.99,"20,000 .. 50,000",205,
8635,['the whisperer | le murmureur'],"[""Studio Chien d'Or"", ""Studio Chien d'Or""]","['Adventure', 'Indie']"," Single-player, Family Sharing","Dec 16, 2021",$4.99,"20,000 .. 50,000",572,
8636,['noosphere'],"['GrabTheGames', 'KOEX studio']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jul 23, 2021",$7.99,"50,000 .. 100,000","6,730",
8637,['lisa and the grimoire'],"['Yumenamakon', 'Kagura Games']","['Indie', 'RPG']"," Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","Feb 26, 2021",$16.99,"20,000 .. 50,000","1,942",
8638,['into the haze'],"['MSOFT', 'MSOFT']","['Indie', 'Early Access']"," Single-player, Family Sharing","Feb 5, 2021",$14.99,"0 .. 20,000","2,273",
8639,['echolocaution'],"['ハコニワハコビヤ', 'PortalKey']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Stats, Family Sharing","Mar 24, 2021",$4.99,"0 .. 20,000",425,
8640,['island diary'],"['watakubi', 'Sekai Project']","['Fr', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Jul 2, 2021",$16.99,"0 .. 20,000","1,928",
8641,['sockventure'],"['Adventure Toe Studios', 'Versus Evil']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","May 11, 2021",$14.99,"0 .. 20,000",407,
8642,['jester / king'],"['Rolling Crown', 'Rolling Crown']","['RPG', 'Simulation']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Sep 8, 2021",$15.99,"20,000 .. 50,000",525,
8643,['underland: the climb'],"['Minicactus Games', 'Minicactus Games']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Apr 23, 2021",$1.99,"20,000 .. 50,000",190,
8644,['scp: doki doki anomaly'],"['Flightyfelon Games Inc.', 'Flightyfelon Games Inc.']","['Indie', 'RPG']"," Single-player, Steam Achievements, Family Sharing","Oct 7, 2021",$5.99,"20,000 .. 50,000",556,
8645,['mambo wave'],"['Game Breaker Studios', 'HaDe Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jan 8, 2021",$1.99,"0 .. 20,000","1,934",
8646,['techbeat heart'],"['Lost Machine Games', 'Lost Machine Games']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Sep 13, 2021",$0.99,"0 .. 20,000",220,
8647,['scrapland remastered'],"['MercurySteam', 'Mercury Steam Entertainment s.l.']","['Action', 'Adventure']"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Dec 13, 2021",$19.99,"0 .. 20,000","1,406",
8648,['wave break'],"['Funktronic Labs', 'Funktronic Labs']","['Indie', 'Sports']"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","Jun 11, 2021",$19.99,"0 .. 20,000","2,270",
8649,['oco'],"['SPECTRUM48', 'SPECTRUM48']","['Action', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing","Aug 11, 2021",$4.99,"0 .. 20,000",230,
8650,['kill the dragon'],"['Wallace Lovecraft', 'Wallace Lovecraft']","['Casual', 'Indie']"," Single-player, Family Sharing","Oct 7, 2021",$1.99,"20,000 .. 50,000",159,
8651,['乡间'],"['飞麦菌', '飞麦菌']","['Simulation', 'Early Access']"," Single-player, Family Sharing","Jul 30, 2021",$5.99,"20,000 .. 50,000","1,284",
8652,['railroad ink challenge'],"['Horrible Guild', 'Horrible Guild']","['Casual', 'Strategy']"," Single-player, Multi-player, PvP, Cross-Platform Multiplayer, Steam Achievements, Remote Play Together, Family Sharing","Jun 17, 2021",$7.99,"0 .. 20,000",616,
8653,['elmarion: the lost temple'],"['Fleon Games', 'Fleon Games']","['RPG', 'Early Access']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Aug 26, 2021",$14.99,"0 .. 20,000","5,734",
8654,['desolatium: prologue'],"['SUPERLUMEN', 'SUPERLUMEN']","['Adventure', 'Indie']"," Single-player, Full controller support","Jun 22, 2021",,"50,000 .. 100,000",533,
8655,['the list'],"['Dan Trimble', 'Dan Trimble']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Jun 29, 2021",$5.99,"50,000 .. 100,000",377,
8656,['skydrift infinity'],"['Digital Reality', 'HandyGames']","['Action', 'Racing']"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","Jul 29, 2021",$9.99,"0 .. 20,000",671,
8657,['团长别生气'],"['掌烛文化', '掌烛文化']","['Strategy', 'Early Access']"," Single-player, Steam Cloud","Aug 5, 2021",,"0 .. 20,000",618,
8658,['舔狗模拟器'],"['Studio Six', 'Studio Six']","['Indie', 'RPG']"," Single-player, Family Sharing","Nov 5, 2021",$4.99,"0 .. 20,000",362,
8659,['trashed'],"['Josh Presseisen', 'Crescent Moon Games']","['Strategy', 'Early Access']"," Single-player, Family Sharing","Feb 17, 2021",$9.99,"0 .. 20,000","1,709",
8660,['memories with my kitten'],"['Pinel Games', 'Pinel Games']","['Fr', 'Casual']"," Single-player, Steam Achievements, Family Sharing","Aug 12, 2021",$1.99,"0 .. 20,000",104,
8661,['[tda03] muv-luv unlimited: the day after - episode 03 remastered'],"['fuzz, Inc.', 'aNCHOR Inc.']","['Adventure', 'Casual']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Feb 4, 2021",$12.49,"0 .. 20,000",692,
8662,['cuccchi'],"['Fantastico Studio', 'Fantastico Studio']","['Fr', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jul 30, 2021",$7.99,"0 .. 20,000",336,
8663,['endless furry killer 3d'],"['Tegridy Made Games', 'Tegridy Made Games']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Jan 25, 2021",$0.55,"0 .. 20,000",91,
8664,['my cute pagangirl'],"['CUTE ANIME GIRLS', 'Tranquility games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Jul 22, 2021",$1.49,"0 .. 20,000",699,
8665,['presence'],"['VLADIMIR GUSSAKOV', 'H.Studio']","['Fr', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Mar 24, 2021",$1.99,"0 .. 20,000",199,
8666,['immortal legacy: the jade cipher[vr]'],"['Viva Games', 'Viva Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing","Mar 18, 2021",$12.99,"0 .. 20,000",560,
8667,['rebel! pure love fighters!'],"['Hera Games', 'Hera Games']","['Fr', 'RPG']"," Single-player, Family Sharing","Oct 1, 2021",$2.44,"0 .. 20,000","1,701",
8668,['nykra'],"['ENDESGA', 'ENDESGA']","['Indie', 'RPG']"," Single-player, Captions available","Sep 27, 2021",,"0 .. 20,000","3,194",
8669,['moons of ardan'],"['Pandora Technology', 'Pandora Technology']","['Strategy', 'Early Access']"," Single-player, Captions available, Family Sharing","Oct 21, 2021",$15.59,"0 .. 20,000","2,040",
8670,['fantasy general'],"['Strategic Simulations', 'SNEG']","['Fr', 'Strategy']"," Single-player, Steam Cloud, Family Sharing","Sep 15, 2021",$5.99,"0 .. 20,000",553,
8671,['turn on all the lights'],"['Thedox Games', 'Thedox Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Mar 31, 2021",$0.99,"0 .. 20,000",138,
8672,['floor plan 2'],"['Turbo Button', 'Turbo Button']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing","Apr 1, 2021",$29.99,"0 .. 20,000",432,
8673,['the third day'],"['Pan Studio', 'Pan Studio']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Mar 28, 2021",$0.49,"0 .. 20,000",194,
8674,['once in flowerlake'],"['byMixNez', 'byMixNez']","['Casual', 'Simulation']"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Nov 17, 2021",$4.99,"0 .. 20,000",289,
8675,['simpocalypse'],"['Gamex Studio', 'Gamex Studio']","['Strategy', 'in Early Access']"," Single-player, Steam Achievements, Family Sharing","May 11, 2021 (previously",$9.99,"0 .. 20,000","1,329",
8676,['big rumble boxing: creed champions'],"['Survios', 'Survios']","['Action', 'Sports']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Cloud, Family Sharing","Sep 3, 2021",$39.99,"0 .. 20,000","1,063",
8677,['pile up! box by box'],"['Seed by Seed', 'HandyGames']","['Indie', 'Simulation']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","Mar 18, 2021",$14.99,"0 .. 20,000","1,164",
8678,['berzerk flashback'],"['Berzerk Studio', 'Berzerk Studio']","['Sports', 'Strategy']"," Single-player, Family Sharing","Feb 9, 2021",$9.99,"0 .. 20,000",409,01:48 (average) 01:48 (median)
8679,['substance 3d designer 2022'],"['Adobe', 'Adobe']","['Animation & Modeling', 'Game Development']", ,"Nov 24, 2021",,"0 .. 20,000","1,707",
8680,['deepstates [vr]'],"['Marc Zimmermann', 'EpicScapes']","['Simulation', 'Early Access']"," Single-player, Tracked Controller Support, VR Only, Family Sharing","Jun 18, 2021",$11.99,"0 .. 20,000",826,
8681,['tender: creature comforts'],"['Gideon Lazarus', 'Jie En Lee']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","May 28, 2021",$9.99,"20,000 .. 50,000",363,
8682,['ppl'],"['2D Digital studio', '2D Digital studio']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jun 21, 2021",$5.99,"0 .. 20,000",165,
8683,['扫雷冒险谭2 ~露露姆的冒险~'],"['CelLab', 'OTAKU Plan']","['RPG', 'Strategy']"," Single-player, Family Sharing","Mar 19, 2021",$9.99,"0 .. 20,000",982,
8684,['colors!'],"['Vergiu', 'Vergiu']","['Fr', 'Casual']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Aug 6, 2021",$0.59,"0 .. 20,000",66,
8685,['东方十昊狱 ～ hella dazzling hell!!'],"['Lonhong Team', 'Lonhong Media']","['RPG', 'Early Access']"," Single-player, Partial Controller Support, Family Sharing","Apr 30, 2021",$9.99,"0 .. 20,000",918,
8686,['arcticboy: the interactive story'],"['TopSkyGames', 'TopSkyGames']","['Casual', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Apr 30, 2021",$0.99,"0 .. 20,000",153,
8687,['jack axe'],"['Neon Doctrine', 'Another Indie']","['Adventure', 'Indie']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing","Oct 6, 2021",$14.99,"0 .. 20,000","1,766",
8688,['rise of the slime'],"['Bunkovsky Games', '']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Family Sharing","May 20, 2021",$14.99,"0 .. 20,000","1,287",
8689,['orange cast: sci-fi space action game'],"['Team Rez', 'Valkyrie Initiative']","['Action', 'Adventure']"," Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Jan 21, 2021",$0.99,"20,000 .. 50,000","3,058",00:54 (average) 00:54 (median)
8690,['below the ocean'],"['Ismael Rodriguez', 'Retro Casual LLC']","['Casual', 'Indie']"," Single-player, Full controller support, Family Sharing","Dec 11, 2021",$5.99,"0 .. 20,000",298,
8691,['puzzle car'],"['Rising Moon Games', 'Rising Moon Games']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Feb 27, 2021",$1.99,"0 .. 20,000",131,
8692,['sigma impact'],"['John Bishop', 'John Bishop']","['Action', 'Indie']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","Aug 11, 2021",$4.99,"0 .. 20,000",203,
8693,['drunken dad simulator'],"['Naturtrüb', 'Naturtrüb']","['Indie', 'Simulation']"," Single-player, Partial Controller Support, Family Sharing","Jun 9, 2021",$0.99,"20,000 .. 50,000",172,
8694,['forgotten fields'],"['Frostwood Interactive', 'Dino Digital']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Apr 14, 2021",$12.99,"20,000 .. 50,000","1,157",
8695,['faraday protocol'],"['Red Koi Box', 'Deck13']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Aug 12, 2021",$19.99,"0 .. 20,000",839,
8696,['riddle of the sphinx the awakening (enhanced edition)'],"['Old World Studios™', 'Old World Studios™']","['Fr', 'Adventure']"," Single-player, Steam Achievements, Captions available, Stats, Family Sharing","Feb 1, 2021",$19.99,"50,000 .. 100,000",671,
8697,['the companion'],"['Studio 46', 'Studio 46']","['Casual', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing","May 13, 2021",$9.99,"0 .. 20,000","1,189",
8698,['until the last plane'],"['CarloC', 'CarloC']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Mar 4, 2021",$9.99,"0 .. 20,000","1,558",
8699,['whisperwind'],"['Punx Studios', 'Punx Studios']","['Action', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jan 17, 2021",$4.99,"0 .. 20,000",266,
8700,['sir lovelot'],"['pixel games SARL-S', 'pixel games SARL-S']","['Action', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing","Mar 3, 2021",$9.99,"0 .. 20,000",498,
8701,['funny truck'],"['RandomSpin', 'RandomSpin']","['Fr', 'Casual']"," Single-player, Steam Achievements, Family Sharing","Jul 30, 2021",$0.99,"0 .. 20,000",38,
8702,['skellboy refractured'],"['UmaikiGames', 'UmaikiGames']","['Adventure', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing","Jan 13, 2021",$19.99,"0 .. 20,000","1,773",
8703,['aerofly rc 8'],"['IPACS', 'IPACS']","['Fr', 'Simulation']"," Single-player, Multi-player, PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, VR Supported, Partial Controller Support, Family Sharing","Feb 5, 2021",$79.99,"0 .. 20,000",971,
8704,['centipede: recharged'],"['SneakyBox', 'Atari']","['Fr', 'Action']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play Together, Family Sharing","Sep 29, 2021",$9.99,"0 .. 20,000",496,
8705,['eternal blood'],"['Bloody Pixel Games', 'Bloody Pixel Games']","['Indie', 'Early Access']"," Single-player, Steam Achievements, Family Sharing","Feb 18, 2021",$4.99,"0 .. 20,000","1,189",
8706,['unlasting horror'],"['Matt Sowards', 'Matt Sowards']","['Strategy', 'Early Access']"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, Steam Trading Cards, Remote Play Together, Family Sharing","Feb 4, 2021",$11.99,"50,000 .. 100,000",0,
8707,['nemezis: mysterious journey iii'],"['Detalion Games S.A.', 'Movie Games S.A.']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Jul 8, 2021",$19.99,"0 .. 20,000","4,484",
8708,['roll the cat'],"['LeJunesArt', 'LeJunesArt']","['Fr', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Nov 17, 2021",$1.49,"0 .. 20,000",152,
8709,['the blind of the new world'],"['TALESSHOP Co., Ltd.', 'TALESSHOP Co., Ltd.']","['Casual', 'Indie']"," Single-player, Steam Cloud","May 28, 2021",$9.99,"0 .. 20,000",335,
8710,['nix umbra'],"['ilzard', 'ilzard']","['Action', 'Indie']"," Single-player, Steam Cloud, Steam Leaderboards, Family Sharing","Nov 19, 2021",$9.99,"50,000 .. 100,000",652,
8711,['table of tales: the crooked crown'],"['Zero One Studio', 'Tin Man Games']","['RPG', 'Strategy']"," Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Family Sharing","Sep 14, 2021",$19.99,"0 .. 20,000","1,167",
8712,"[""no!ah!'s ark""]","['Hajime Doujin Circle', 'Hajime Doujin Circle']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Sep 3, 2021",$4.99,"0 .. 20,000",854,
8713,['lost alone ep.1 - sorellina'],"[""Daniele Doesn't Matter"", ""Doesn't Matter Games""]","['Indie', 'Strategy']"," Single-player, Steam Achievements, Captions available, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","Dec 21, 2021",$5.99,"20,000 .. 50,000",343,
8714,['horny sekai'],"['Illuminatigames', 'Illuminatigames']","['Casual', 'Simulation']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Aug 29, 2021",$1.49,"0 .. 20,000","1,794",
8715,['琉隐'],"['kingna studio', 'kingna studio']","['Indie', 'RPG']"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Dec 30, 2021",$8.99,"0 .. 20,000","3,835",
8716,['gnome jigsaw puzzles'],"['Boogygames Studios', 'Boogygames Studios']","['Indie', 'Strategy']"," Single-player, Family Sharing","Jan 29, 2021",$1.99,"0 .. 20,000",49,
8717,['pro strategy football 2022'],"['Kerry Batts', 'Pro Strategy Games']","['Sports', 'Strategy']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing","Aug 31, 2021",$12.99,"0 .. 20,000",377,
8718,['入替人-replacer-'],"['ラルカス', 'ラルカス']","['Indie', 'Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Jul 22, 2021",$0.99,"0 .. 20,000",382,
8719,['tour de france 2021'],"['Cyanide Studio', 'Nacon']","['Sports', 'Strategy']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Jun 3, 2021",$5.99,"0 .. 20,000",745,
8720,['fossilfuel'],"['DangerousBob Studio LLC', 'DangerousBob Studio LLC']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Aug 20, 2021",$19.99,"0 .. 20,000","1,921",
8721,['samudra'],"['Khayalan Arts', 'Untold Tales']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Sep 28, 2021",$12.99,"0 .. 20,000","1,470",
8722,['vegas 19 edit steam edition'],"['MAGIX Software GmbH', 'MAGIX Software GmbH']","['Fr', 'Video Production']", ,"Sep 9, 2021",$199.99,"0 .. 20,000",524,
8723,"[""summoner's mess""]","['Elendow', 'Elendow']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Oct 29, 2021",$2.99,"0 .. 20,000",213,
8724,"['nina aquila: legal eagle, season one']","['Tanuki-sama Studios', 'Tanuki-sama Studios']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jul 9, 2021",$8.99,"0 .. 20,000",462,
8725,['the sin collector: repentless'],"['Sylen Studio', 'Sylen Studio']","['Indie', 'RPG']"," Single-player, Steam Cloud, Family Sharing","Nov 9, 2021",$14.99,"20,000 .. 50,000",926,
8726,['forgotten hope'],"['Black Hammer Studios', 'Black Hammer Studios']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","May 12, 2021",$3.99,"0 .. 20,000",193,
8727,['物理世界'],"['NeutronStar.studio', 'NeutronStar.studio']","['Indie', 'Early Access']"," Single-player, Steam Achievements, Tracked Controller Support, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","Nov 15, 2021",$3.99,"0 .. 20,000",715,
8728,['toy soldiers: hd'],"['Eden Industries', 'Accelerate Games']","['Simulation', 'Strategy']"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Oct 21, 2021",$29.99,"0 .. 20,000","11,125",
8729,['matchsticks - coffee break club'],"['Rukerama Studio', 'Rukerama Studio']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Jul 29, 2021",$1.99,"0 .. 20,000",134,
8730,['kinduo'],"['Guimaraf Studio', 'Nibb Games']","['Indie', 'Strategy']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing","Jul 29, 2021",$1.99,"50,000 .. 100,000",196,
8731,['meat beating: no more horny'],"['Kofi-S', 'ShangkoStudio']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Apr 7, 2021",$0.99,"0 .. 20,000",157,
8732,['eco hole'],"['AIHASTO', 'AIHASTO']","['Adventure', 'Indie']"," Single-player, Multi-player, Co-op, Online Co-op, Partial Controller Support, Family Sharing","Oct 7, 2021",$9.99,"20,000 .. 50,000",489,
8733,['concordia: digital edition'],"['Acram Digital', 'Acram Digital']","['Indie', 'Strategy']"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Steam Turn Notifications, Remote Play Together, Family Sharing","Sep 28, 2021",$19.99,"0 .. 20,000","2,715",02:56 (average) 02:56 (median)
8734,['putin vs zombies'],"['IndieGameMamaDev', 'IndieGameMama']","['Indie', 'Strategy']"," Single-player, Family Sharing","Sep 30, 2021",$0.99,"0 .. 20,000","4,581",
8735,['horse club adventures'],"['Wild River Games GmbH', 'Wild River Games GmbH']","['Fr', 'Adventure']"," Single-player, Steam Achievements, Family Sharing","May 26, 2021",$19.99,"0 .. 20,000",517,
8736,['adverse'],"['Loneminded', 'Loneminded']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Jan 22, 2021",$0.71,"0 .. 20,000",282,
8737,['nightslink'],"['Noiseminded', 'Noiseminded']","['Adventure', 'Indie']"," Single-player, Family Sharing","Aug 24, 2021",$3.99,"0 .. 20,000",369,
8738,['virtual hunter'],"['Virtual Hunter', 'Virtual Hunter']","['Sports', 'Early Access']"," Single-player, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing","Dec 2, 2021",$19.99,"0 .. 20,000",844,
8739,['30 days to survive'],"['HeX', 'Laush Studio']","['Simulation', 'in Early Access']"," Single-player, Steam Achievements, Family Sharing","Mar 16, 2021 (previously",$5.99,"0 .. 20,000","1,112",
8740,"[""what's your gender?""]","['PurpleSloth', 'PurpleSloth']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Oct 12, 2021",$1.99,"0 .. 20,000",241,
8741,['gamer shop simulator'],"['DiamosDev', 'DiamosDev']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","Nov 6, 2021",$8.99,"0 .. 20,000","1,286",
