,Name,developers_publishers,genre,category,release_date,price,owners,followers,playtime_total
1547,['hot pieces'],"['Mol Cruir Games', 'Mol Cruir Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jul 5, 2021",$0.99,"0 .. 20,000",81,
1548,['redacted epilogue'],"['Blacc Ski Weekend Industries', 'Blacc Ski Weekend Industries']","['Fr', 'RPG']"," Single-player, Family Sharing","Jun 23, 2021",$4.99,"0 .. 20,000",19,
1549,['overlord - rpg online battle'],"['Overlord.world', 'Overlord.world ']","['Adventure', 'RPG']"," Multi-player, PvP, Online PvP, Cross-Platform Multiplayer","Jul 1, 2021",$13.99,"0 .. 20,000",97,
1550,['fall tower'],"['Mitsumaro', 'Mitsumaro']","['Fr', 'Action']", Single-player,"Jul 29, 2021",$0.99,"0 .. 20,000",18,
1551,['revelation'],"['Krisalis Software', 'Ziggurat']","['Fr', 'Casual']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing","Jul 2, 2021",$6.99,"0 .. 20,000",29,
1552,['night dreamer'],"['Yamamoto App.', 'Yamamoto App.']","['Casual', 'Indie']"," Single-player, Family Sharing","Jul 1, 2021",$1.99,"0 .. 20,000",18,
1553,['tube rolling'],"['NikiGames', 'NikiGames']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jul 25, 2021",$0.99,"0 .. 20,000",12,
1554,['phantom train'],"['N-Alt Lab', 'N-Alt Lab']","['Casual', 'Indie']"," Single-player, Family Sharing","Jul 16, 2021",$4.99,"0 .. 20,000",26,
1555,['slime vs. female hero party'],"['Uzura Studio', 'Uzura Studio']","['Fr', 'Simulation']"," Single-player, Family Sharing","Jul 2, 2021",$12.99,"0 .. 20,000",225,
1556,['hentai jigsaw'],"['Reddiamondgames', ' Reddiamondgames']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jul 16, 2021",$0.49,"0 .. 20,000",91,
1557,['erotic jigsaw puzzle 3'],"['Lolita LineArt', 'DIG Publishing']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Jun 4, 2021",$2.99,"0 .. 20,000",54,
1558,['training leah'],"['Noxurtica', 'Noxurtica']","['RPG', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Jun 18, 2021",$9.99,"0 .. 20,000",118,
1559,"[""kochu's dream""]","['Sokpop Collective', 'Sokpop Collective']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Jun 10, 2021",$4.99,"0 .. 20,000",215,
1560,['hentai pleasure'],"['Reddiamondgames', ' Reddiamondgames']","['Casual', 'Indie']"," Single-player, Steam Achievements","Jul 16, 2021",$0.99,"0 .. 20,000",88,
1561,['the little tank hunter'],"['Team-K', 'Team-K']","['Casual', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud","Jun 20, 2021",$2.99,"0 .. 20,000",16,
1562,['battle for antares'],"['DMU Software', 'DMU Software']","['Fr', 'Strategy']"," Single-player, Family Sharing","Jul 5, 2021",$5.99,"0 .. 20,000",41,
1563,['the curse of esrevni'],"['IMMAGINERS YAZILIM DONANIM TEKNOLOJILERI SANAYI VE TICARET ANONIM SIRKETI', 'IMMAGINERS YAZILIM DONANIM TEKNOLOJILERI SANAYI VE TICARET ANONIM SIRKETI']","['Strategy', 'Early Access']"," Multi-player, PvP, Online PvP, Family Sharing","Aug 9, 2021",$4.99,"0 .. 20,000",21,
1564,['theevilking'],"['Gene', 'Gene']","['RPG', 'Strategy']"," Single-player, Family Sharing","Jun 15, 2021",$0.9,"0 .. 20,000",12,
1565,['sensual adventures - episode 6'],"['Puppetmaster3dx', 'Puppetmaster3dx']","['Casual', 'Indie']"," Single-player, Family Sharing","Jul 19, 2021",$19.99,"0 .. 20,000","1,044",
1566,['graverunners'],"['QuickBobber', 'QuickBobber']","['Casual', 'Indie']"," Single-player, Family Sharing","Jun 12, 2021",$4.99,"0 .. 20,000",17,
1567,['vr sex'],"['VR Game Studios', 'VR Game Studios']","['Fr', 'Simulation']"," Single-player, Tracked Controller Support, VR Only, Family Sharing","Jun 17, 2021",$8.99,"0 .. 20,000",286,
1568,['hopheaders'],"['QuickBobber', 'QuickBobber']","['Casual', 'Indie']"," Single-player, Family Sharing","Jun 11, 2021",$3.99,"0 .. 20,000",12,
1569,['jixxaw: party time'],"['Lieon Games', 'Sinnera']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jun 15, 2021",$1.99,"0 .. 20,000",93,
1570,['spiral to despair'],"['RewingAge', 'RewingAge']","['RPG', 'Early Access']"," Single-player, Family Sharing","Jul 9, 2021",$2.99,"0 .. 20,000",15,
1571,['your first girlfriend'],"['7miao game', '7miao game']","['RPG', 'Strategy']"," Single-player, Family Sharing","Jul 8, 2021",$2.99,"0 .. 20,000",94,
1572,['beerleague superstar'],"['Itsmyshow!', 'Itsmyshow Productions Incorporated']","['Simulation', 'Sports']"," Single-player, Family Sharing","Jul 20, 2021",$2,"0 .. 20,000",11,
1573,['erotic jigsaw puzzle 2'],"['Lolita LineArt', 'DIG Publishing']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","May 27, 2021",$2.99,"0 .. 20,000",50,
1574,['尸水如潮-砍僵尸模拟器'],"['Brain Utopia', 'Brain Utopia']","['Indie', 'Early Access']"," Single-player, Family Sharing","Jul 27, 2021",$9.99,"0 .. 20,000",117,
1575,['theatre of war'],"['Artech Studios', 'Ziggurat']","['Fr', 'Strategy']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing","Sep 3, 2021",$6.99,"0 .. 20,000",33,
1576,['what time is it'],"['Deeber', 'Deeber']","['Casual', 'Indie']"," Single-player, Family Sharing","Jul 30, 2021",$1.99,"0 .. 20,000",10,
1577,['anime artist: tiffy’s notty secret'],"['Neoclassic Games', 'Neoclassic Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Sep 21, 2021",$1.99,"0 .. 20,000","1,138",05:39 (average) 05:39 (median)
1578,['chicscape'],"['QuickBobber', 'QuickBobber']","['Casual', 'Indie']"," Single-player, Family Sharing","Jun 12, 2021",$3.99,"0 .. 20,000",13,
1579,['魔王軍第七工兵大隊偵察班'],"['Sisin Games', 'Sisin Games']","['Fr', 'Adventure']"," Single-player, Family Sharing","Jul 14, 2021",$9.99,"0 .. 20,000",9,
1580,['aeos: the 18 plus nsfw adventure generator'],"['Warrior Within Group', 'Warrior Within Group']","['Strategy', 'Early Access']"," Single-player, Family Sharing","Jun 25, 2021",$18.99,"0 .. 20,000",314,
1581,['hentai vr 4'],"['Hentai VR Studios', 'Hentai VR Studios']","['Fr', 'Simulation']"," Single-player, Tracked Controller Support, VR Only, Family Sharing","Jun 24, 2021",$8.99,"0 .. 20,000",478,
1582,['mochi jump'],"['Ammonite Design Studios Ltd', 'Ammonite Design Studios Ltd']","['Casual', 'Indie']"," Single-player, Partial Controller Support, Family Sharing","Jun 11, 2021",$0.99,"0 .. 20,000",16,
1583,['jaden & jasmine: the curse of deception'],"['Ladell Parks', 'Ladell Parks']","['Fr', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Jun 10, 2021",$9.99,"0 .. 20,000",19,
1584,['phantom sense vr'],"['VR Game Studios', 'VR Game Studios']","['Fr', 'Simulation']"," Single-player, Tracked Controller Support, VR Only, Family Sharing","Jun 10, 2021",$8.99,"0 .. 20,000",209,
1585,['cat packs'],"['Flood City Games', 'Flood City Games']","['Fr', 'Action']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Family Sharing","Jun 19, 2021",$5.99,"0 .. 20,000",16,
1586,['strip black jack - cyber sex'],"['CritoGames', ' CritoGames']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jul 16, 2021",$1.99,"0 .. 20,000",319,
1587,['suzy burger'],"['QuickBobber', 'QuickBobber']","['Indie', 'Simulation']"," Single-player, Family Sharing","Jun 6, 2021",$6.99,"0 .. 20,000",15,
1588,['thirty two hardmod'],"['QuickBobber', 'QuickBobber']","['Casual', 'Indie']"," Single-player, Family Sharing","Jun 3, 2021",$4.99,"0 .. 20,000",10,
1589,['sexstone'],"['Entropy Digital Entertainment', 'Entropy Digital Entertainment']","['Casual', 'Strategy']"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Family Sharing","Jun 22, 2021",$5.99,"0 .. 20,000",168,
1590,['blood drop'],"['Izeeware', 'Izeeware']","['Indie', 'Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards","Jun 10, 2021",$6.99,"0 .. 20,000",32,
1591,['bear soul'],"['Rockus Games', 'Rockus Games']","['Casual', 'Indie']"," Single-player, Family Sharing","Aug 7, 2021",$1.99,"0 .. 20,000",12,
1592,['dancingreaper'],"['WOD', 'WOD']","['Fr', 'Action']"," Single-player, Partial Controller Support, Family Sharing","Jun 7, 2021",$14.99,"0 .. 20,000",615,
1593,['draco space x'],"['Abraham Eduardo Zarate Mejia', 'Abraham Eduardo Zarate Mejia']","['Action', 'Indie']"," Single-player, Family Sharing","Jun 3, 2021",$3.99,"0 .. 20,000",23,
1594,['homebound'],"['Nicholas Angle', 'Nicholas Angle']","['Fr', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jul 9, 2021",$9.99,"0 .. 20,000",11,
1595,['planes journey'],"['个人', '个人']","['Fr', 'Indie']"," Single-player, Family Sharing","Jun 1, 2021",$7.99,"0 .. 20,000",38,
1596,['charming girls'],"['SimpleDes', 'SimpleDes']","['Casual', 'Simulation']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Aug 12, 2021",$1.99,"0 .. 20,000",276,
1597,['a circle among squares'],"['Silent Circle Games', 'Silent Circle Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Jun 17, 2021",$5.99,"0 .. 20,000",13,
1598,"[""let's turn pick-up beach to a nudist fucking beach!""]","['KISAMAMAKI SOFT', 'MB Game Studio']","['Simulation', 'Strategy']"," Single-player, Family Sharing","Jun 10, 2021",$9.99,"0 .. 20,000",483,
1599,['ascension'],"['iVampie', 'iVampie']","['Casual', 'Indie']", Single-player,"Jun 9, 2021",$1.99,"0 .. 20,000",78,
1600,['demon city'],"['Demon city', 'Demon city']","['Adventure', 'RPG']"," Single-player, Multi-player, Steam Achievements, Family Sharing","May 25, 2021",$199.99,"0 .. 20,000",22,
1601,['sculpture hentai edition'],"['Guilty Pleasure Games', 'Guilty Pleasure Games']","['RPG', 'Simulation']"," Single-player, Family Sharing","Sep 3, 2021",$0.99,"0 .. 20,000",228,
1602,['hold the dots!'],"['Nude QNK', 'Nude QNK']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Jun 9, 2021",$0.99,"0 .. 20,000",84,
1603,['hentai pretty'],"['Reddiamondgames', ' Reddiamondgames']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jul 16, 2021",$0.49,"0 .. 20,000",93,
1604,['cyborpunk crisis'],"['PastureSoft', 'PastureSoft']","['Fr', 'Action']"," Single-player, Family Sharing","May 29, 2021",$14.99,"0 .. 20,000",430,
1605,['vr nudity camping'],"['VR Game Studios', 'VR Game Studios']","['Fr', 'Simulation']"," Single-player, Tracked Controller Support, VR Only, Family Sharing","May 27, 2021",$8.99,"0 .. 20,000",606,
1606,['auto montage'],"['Twilight Wings Studio', 'Twilight Wings Studio']","['Utilities', 'Video Production']", ,"Jul 14, 2021",$4.99,"0 .. 20,000",20,
1607,['carminia'],"['Karpopper', 'Karpopper']","['Action', 'Indie']"," Single-player, Family Sharing","May 27, 2021",$4.99,"0 .. 20,000",8,
1608,['lux: the journey'],"['In The A.M Games', 'In The A.M Games']","['Casual', 'Indie']"," Single-player, Partial Controller Support, Family Sharing","Jun 8, 2021",$4.99,"0 .. 20,000",16,
1609,['simple ray tracing mini game 10'],"['Kazumitsu Ota', 'Kazumitsu Ota']","['Casual', 'Indie']"," Single-player, Multi-player, PvP, Online PvP, Family Sharing","Jun 18, 2021",$14.99,"0 .. 20,000",9,
1610,['risk of waifus'],"['SeedWall', 'SeedWall']","['Casual', 'Indie']"," Single-player, Partial Controller Support, Family Sharing","Jul 2, 2021",$2.39,"0 .. 20,000",444,
1611,['my smug bully girlfriend'],"['Noxurtica', 'Noxurtica']","['Fr', 'RPG']"," Single-player, Family Sharing","May 30, 2021",$9.99,"0 .. 20,000",134,
1612,['silent woods: the cleansed'],"['Pixel Harmony Studio', 'Pixel Harmony Studio']","['Adventure', 'Indie']"," Single-player, Full controller support, Family Sharing","May 31, 2021",$9.99,"0 .. 20,000",18,
1613,['panda push'],"['Handicapped Unicorn', 'Handicapped Unicorn']","['Indie', 'Strategy']"," Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Full controller support, Remote Play Together, Family Sharing","Aug 6, 2021",$11.99,"0 .. 20,000",14,
1614,['first response'],"['Lauren Harman', 'Lauren Harman']","['Indie', 'Simulation']"," Single-player, Captions available, Partial Controller Support, Family Sharing","May 28, 2021",$9.99,"0 .. 20,000",18,
1615,"['run, kitty! - a furry gay visual novel']","['Strong & Furry', 'Strong & Furry']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Nov 12, 2021",$2.74,"0 .. 20,000",575,
1616,['mathematic adventures'],"['Project Life After Death Studios', 'Project Life After Death Studios']","['Adventure', 'Casual']"," Single-player, Family Sharing","Jun 1, 2021",$34.99,"0 .. 20,000",31,
1617,['lustful tribe'],"['Man of culture', ' Man of culture']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Nov 9, 2021",$6.99,"0 .. 20,000",794,
1618,['death moon'],"['AoGame Publishing', 'AoGame Publishing']","['Indie', 'Strategy']"," Single-player, Family Sharing","May 30, 2021",$8.99,"0 .. 20,000",20,
1619,['spinning top'],"['Abula Studio', 'Abula Studio']","['RPG', 'Simulation']"," Single-player, Full controller support, Family Sharing","May 25, 2021",$5.99,"0 .. 20,000",13,
1620,['superpantsu harematchii'],"['Jakai', 'Jakai']","['Fr', 'Casual']"," Single-player, Steam Achievements, Family Sharing","Jun 4, 2021",$4.99,"0 .. 20,000",187,
1621,['project dark sky'],"['MAS', 'MAS']","['Indie', 'Early Access']"," Single-player, Family Sharing","Aug 31, 2021",$3.99,"0 .. 20,000",39,
1622,['lineart jigsaw puzzle - erotica summer'],"['EGC Games', 'EGC Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","May 4, 2021",$1.49,"0 .. 20,000",44,
1623,['hentai in the forest'],"['Boom Team', 'Boom Team']","['RPG', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Aug 13, 2021",$0.99,"0 .. 20,000",89,
1624,['fencing'],"['周鹏飞', '周鹏飞']","['Indie', 'Early Access']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Family Sharing","May 29, 2021",$7.99,"0 .. 20,000",34,
1625,"[""the king's cards""]","['Benjamin Blackmon', 'Perish Productions']","['Adventure', 'Strategy']"," Single-player, Family Sharing","Jun 9, 2021",$4.99,"0 .. 20,000",13,
1626,['maze masters'],"['Darien Mayne', 'Darien Mayne']","['Casual', 'Strategy']"," Single-player, Family Sharing","Jun 27, 2021",$4.99,"0 .. 20,000",17,
1627,['dojo corridor'],"['QuickBobber', 'QuickBobber']","['Indie', 'Simulation']"," Single-player, Family Sharing","May 15, 2021",$3.99,"0 .. 20,000",15,
1628,['hexes'],"['QuickBobber', 'QuickBobber']","['Casual', 'Indie']"," Single-player, Family Sharing","May 15, 2021",$7.99,"0 .. 20,000",14,
1629,['3d hentai puzzle 2'],"['Flying. Stone. Production', 'Flying. Stone. Production']","['Indie', 'Strategy']"," Single-player, Family Sharing","Jun 5, 2021",$1.99,"0 .. 20,000",110,
1630,['hot swap'],"['Lieon Games', 'Sinnera']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","May 16, 2021",$1.99,"0 .. 20,000",106,
1631,['good girls'],"['R&R', 'R&R']","['Fr', 'Casual']"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","Jun 2, 2021",$0.99,"0 .. 20,000",175,
1632,['jumpingfrog'],"['KimLumbar', 'KimLumbar']","['Action', 'Indie']"," Single-player, Family Sharing","Jul 27, 2021",$1.99,"0 .. 20,000",8,
1633,['jigsaw frame: hot anime'],"['Nimos Games', 'Nimos Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Aug 13, 2021",$2.99,"0 .. 20,000",125,
1634,['lucky joe'],"['Mandragone Games', 'Mandragone Games']","['Indie', 'Strategy']"," Single-player, Full controller support, Family Sharing","Sep 6, 2021",$8.99,"0 .. 20,000",38,
1635,['flychivements'],"['Alien Solution', 'Alien Solution']","['Fr', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Aug 5, 2021",$1.99,"0 .. 20,000",12,
1636,['cavern commandos'],"['Soiree Games', 'Soiree Games']","['Action', 'Indie']"," Single-player, Partial Controller Support, Family Sharing","Jul 26, 2021",$1.99,"0 .. 20,000",9,
1637,['soup!'],"['Boom Team', 'Boom Team']","['RPG', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Aug 11, 2021",$0.99,"0 .. 20,000",105,
1638,['wet waifu'],"['Boom Team', 'Boom Team']","['RPG', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Aug 25, 2021",$0.49,"0 .. 20,000",115,
1639,['perfect affection plan: cassiopeia'],"['Genesis Arthangel', 'ImagineVR/ImaginePLAY']","['Fr', 'Simulation']"," Single-player, Family Sharing","Jul 20, 2021",$14.99,"0 .. 20,000",301,
1640,['傻瓜式sgb粗陋心得'],"['3C18S', '3C18S']","['Indie', 'RPG']"," Single-player, Partial Controller Support, Family Sharing","Aug 3, 2021",$0.99,"0 .. 20,000",16,
1641,['dirty beastly muscles'],"['Aaron Dodo', 'Aaron Dodo']","['Simulation', 'Strategy']"," Single-player, Family Sharing","Jul 20, 2021",$7.99,"0 .. 20,000",84,
1642,['slidenslip'],"['Amendment 2 Studios', 'Amendment 2 Studios']","['Casual', 'Indie']"," Single-player, Family Sharing","Jul 23, 2021",$1.99,"0 .. 20,000",9,
1643,['before akhira'],"['Tiou Game Makers', 'Tiou Game Makers']","['Adventure', 'Indie']"," Single-player, Family Sharing","Aug 6, 2021",$0.99,"0 .. 20,000",11,
1644,['fetish locator week two'],"['ViNovella Games', 'ViNovella Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Oct 25, 2021",$14.99,"0 .. 20,000","29,639",06:42 (average) 09:07 (median)
1645,['hentai jigsaw girls'],"['LineArtBabe', 'DIG Publishing']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Jul 19, 2021",$0.99,"0 .. 20,000",49,
1646,['ravager'],"['4MinuteWarning', '4MinuteWarning']","['RPG', 'Early Access']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Sep 3, 2021",$11.99,"0 .. 20,000","6,013",
1647,['fish heads'],"['QuadraTron Games', 'QuadraTron Games']","['Casual', 'Indie']"," Single-player, Family Sharing","Aug 9, 2021",$0.99,"0 .. 20,000",29,
1648,['flirtatious: fallen angels'],"['Lieon Games', 'Sinnera']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jul 14, 2021",$1.99,"0 .. 20,000",129,
1649,['castle of delights'],"['Enygmage', 'Enygmage']","['Indie', 'RPG']"," Single-player, Steam Achievements, Family Sharing","Jul 22, 2021",$2.99,"0 .. 20,000",143,
1650,['筠宝大冒险'],"['愛筠家', '筠本筠']","['Fr', 'Casual']"," Single-player, Partial Controller Support, Family Sharing","Jul 15, 2021",$0.99,"0 .. 20,000",13,
1651,['tank guards'],"['CAOLEI', 'CAOLEI']","['Casual', 'Indie']"," Single-player, Shared/Split Screen Co-op, Shared/Split Screen, Remote Play Together, Family Sharing","Jul 16, 2021",$1.99,"0 .. 20,000",16,
1652,['hentai sexy'],"['Reddiamondgames', 'Reddiamondgames']","['Casual', 'Indie']"," Single-player, Family Sharing","Jul 31, 2021",$0.49,"0 .. 20,000",223,
1653,['erotic jigsaw puzzle summer'],"['Lolita LineArt', 'DIG Publishing']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Jun 30, 2021",$2.99,"0 .. 20,000",50,
1654,['carsfuckingdragons'],"['NecroCatic Games', 'NecroCatic Games']","['Fr', 'RPG']"," Single-player, Full controller support, Family Sharing","Oct 1, 2021",$4.99,"0 .. 20,000",101,
1655,['knotfiction'],"['はちみつそふと', 'ARTLINK']","['Fr', 'Adventure']"," Single-player, Family Sharing","Aug 13, 2021",$24.99,"0 .. 20,000",384,
1656,['a week in the office -under the table-'],"['Fidchell Games', 'ImagineVR/ImaginePLAY']","['Indie', 'Simulation']"," Single-player, Family Sharing","Jul 9, 2021",$4.99,"0 .. 20,000",126,
1657,['cyber girl 1.0: booting'],"['PsychoGameFan', 'ImagineVR/ImaginePLAY']","['Action', 'Adventure']"," Single-player, Family Sharing","Jul 2, 2021",$9.99,"0 .. 20,000",98,
